Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
Madhya Pradesh,Rural,PS (I-V),Tribal Welfare Department,Co-Ed,16870,3684,11849,7955,1138,12087,16194,682,1403,1906,1172,16345,16065,681,1521,15758,0,14065,5455,7368,3137,171
Madhya Pradesh,Urban,PS (I-V),Tribal Welfare Department,Boys,55,32,35,48,3,50,54,5,29,8,16,54,53,14,11,54,0,48,23,21,9,12
Madhya Pradesh,Urban,PS (I-V),Tribal Welfare Department,Girls,43,23,17,41,5,35,42,4,26,14,16,43,43,9,9,42,0,38,19,17,6,9
Madhya Pradesh,Urban,PS (I-V),Tribal Welfare Department,Co-Ed,327,107,202,224,30,222,311,11,34,42,50,317,301,6,27,299,0,243,92,118,58,5
Madhya Pradesh,Rural,SS (I-X),Tribal Welfare Department,Boys,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1
Madhya Pradesh,Rural,SS (I-X),Tribal Welfare Department,Girls,6,4,6,6,0,5,6,0,5,2,4,6,6,1,0,6,5,6,3,5,2,5
Madhya Pradesh,Rural,SS (I-X),Tribal Welfare Department,Co-Ed,481,273,431,408,51,395,460,40,368,104,404,463,450,58,91,463,155,422,221,305,145,374
Madhya Pradesh,Urban,SS (I-X),Tribal Welfare Department,Girls,2,1,2,2,0,2,2,0,2,0,2,2,2,2,1,2,1,2,0,1,1,2
Madhya Pradesh,Urban,SS (I-X),Tribal Welfare Department,Co-Ed,18,12,14,17,0,17,18,2,15,5,17,18,18,7,6,18,4,18,14,9,8,18
Madhya Pradesh,Rural,SS (IX-X),Tribal Welfare Department,Boys,2,0,2,1,0,2,2,0,2,0,2,2,2,1,0,2,0,2,2,2,1,2
Madhya Pradesh,Rural,SS (IX-X),Tribal Welfare Department,Girls,22,10,19,22,2,17,21,0,21,0,21,22,22,8,5,22,6,16,7,13,14,21
Madhya Pradesh,Rural,SS (IX-X),Tribal Welfare Department,Co-Ed,356,219,335,286,38,285,343,30,308,21,302,348,333,43,68,344,103,314,164,211,119,293
Madhya Pradesh,Urban,SS (IX-X),Tribal Welfare Department,Boys,5,2,5,4,0,5,5,0,5,0,4,5,5,2,1,5,0,5,3,3,0,4
Madhya Pradesh,Urban,SS (IX-X),Tribal Welfare Department,Girls,2,2,2,2,1,2,2,0,2,1,2,2,2,2,1,2,1,2,1,2,1,2
Madhya Pradesh,Urban,SS (IX-X),Tribal Welfare Department,Co-Ed,4,2,4,3,0,3,3,0,3,1,3,3,3,1,1,3,2,3,1,0,3,3
Madhya Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Boys,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
Madhya Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Girls,7,7,6,7,0,4,6,2,5,0,7,7,7,4,0,7,4,6,6,6,2,7
Madhya Pradesh,Rural,SS (VI-X),Tribal Welfare Department,Co-Ed,184,104,171,155,16,147,180,18,138,23,157,174,171,24,33,177,47,163,73,109,51,140
Madhya Pradesh,Urban,SS (VI-X),Tribal Welfare Department,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
Madhya Pradesh,Urban,SS (VI-X),Tribal Welfare Department,Girls,4,2,3,2,1,4,2,0,0,0,3,4,4,1,0,3,0,2,0,2,1,3
Madhya Pradesh,Urban,SS (VI-X),Tribal Welfare Department,Co-Ed,2,2,1,2,0,2,2,2,2,1,1,2,2,2,0,2,0,2,2,2,1,2
Madhya Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Boys,29,20,21,25,3,20,26,0,11,9,18,28,28,5,4,28,1,21,12,10,2,7
Madhya Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Girls,55,33,42,49,8,44,54,4,20,14,26,55,54,6,7,53,26,44,23,25,8,16
Madhya Pradesh,Rural,UPS (I-VIII),Tribal Welfare Department,Co-Ed,3684,2491,2871,2537,192,2924,3591,165,631,670,1006,3620,3550,144,463,3463,908,3255,1479,1796,688,326
Madhya Pradesh,Urban,UPS (I-VIII),Tribal Welfare Department,Boys,4,3,3,4,0,3,3,1,3,2,3,4,4,1,1,4,0,4,3,2,1,2
Madhya Pradesh,Urban,UPS (I-VIII),Tribal Welfare Department,Girls,13,11,8,11,0,9,12,0,3,6,9,13,12,3,2,13,1,11,5,5,2,5
Madhya Pradesh,Urban,UPS (I-VIII),Tribal Welfare Department,Co-Ed,111,71,75,93,6,88,110,5,15,18,48,111,107,9,9,99,20,94,53,40,15,23
Madhya Pradesh,Rural,UPS (VI-VIII),Tribal Welfare Department,Boys,54,35,33,50,6,44,53,7,25,7,22,53,53,9,7,53,13,48,18,20,9,11
Madhya Pradesh,Rural,UPS (VI-VIII),Tribal Welfare Department,Girls,81,50,52,65,7,60,76,10,38,20,40,80,81,12,24,76,22,68,30,34,17,24
Madhya Pradesh,Rural,UPS (VI-VIII),Tribal Welfare Department,Co-Ed,1454,1024,1139,864,95,1167,1417,63,309,219,441,1419,1368,55,244,1372,337,1301,548,686,258,115
Madhya Pradesh,Urban,UPS (VI-VIII),Tribal Welfare Department,Boys,19,12,15,16,0,17,18,2,11,3,13,19,19,4,4,19,3,17,9,9,1,8
Madhya Pradesh,Urban,UPS (VI-VIII),Tribal Welfare Department,Girls,32,16,20,29,6,23,28,3,17,7,17,30,29,8,5,30,15,25,14,12,9,12
Madhya Pradesh,Urban,UPS (VI-VIII),Tribal Welfare Department,Co-Ed,39,27,28,31,2,28,39,4,16,4,24,38,38,7,2,37,9,32,18,15,9,15
Maharashtra,Urban,HSS (IX-XII),Department of Education,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1
Maharashtra,Urban,HSS (VI-XII),Department of Education,Co-Ed,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
Maharashtra,Urban,HSS (XI-XII),Department of Education,Co-Ed,20,19,13,20,4,19,18,8,14,3,18,19,20,17,5,19,7,18,14,2,18,20
Maharashtra,Urban,PS (I-V),Department of Education,Co-Ed,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1
Maharashtra,Rural,SS (I-X),Department of Education,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Maharashtra,Rural,SS (VI-X),Department of Education,Boys,2,2,2,2,2,2,2,0,2,1,2,2,2,2,0,2,0,1,1,0,2,2
Maharashtra,Urban,SS (VI-X),Department of Education,Boys,2,2,1,2,1,2,2,0,2,0,2,2,2,1,0,2,1,1,1,0,1,2
Maharashtra,Rural,HSS (I-XII),Government Aided,Boys,10,10,10,10,4,10,10,0,10,7,10,10,10,10,4,9,1,8,7,7,10,10
Maharashtra,Rural,HSS (I-XII),Government Aided,Girls,22,22,19,21,2,22,22,7,20,10,22,22,22,15,11,22,16,21,16,17,19,22
Maharashtra,Rural,HSS (I-XII),Government Aided,Co-Ed,2906,2837,2750,2889,522,2900,2875,651,2753,1433,2759,2892,2877,1111,1277,2886,1335,2763,2374,2138,2212,2871
Maharashtra,Urban,HSS (I-XII),Government Aided,Boys,13,13,8,13,2,13,13,7,13,3,12,13,13,8,6,13,3,11,10,5,13,13
Maharashtra,Urban,HSS (I-XII),Government Aided,Girls,147,143,87,147,17,146,147,73,141,50,144,146,147,101,43,146,83,141,108,66,135,146
Maharashtra,Urban,HSS (I-XII),Government Aided,Co-Ed,1356,1342,943,1352,218,1346,1350,663,1300,466,1300,1350,1353,893,490,1348,652,1283,1005,607,1244,1350
Maharashtra,Rural,HSS (IX-XII),Government Aided,Co-Ed,13,12,11,12,5,12,13,1,11,4,11,13,13,7,4,12,3,9,9,8,5,12
Maharashtra,Urban,HSS (IX-XII),Government Aided,Co-Ed,8,8,0,8,0,8,7,2,6,0,8,8,8,7,0,8,1,5,4,0,7,8
Maharashtra,Rural,HSS (VI-XII),Government Aided,Boys,10,10,10,10,5,10,10,2,10,3,10,10,10,10,1,10,2,9,6,5,10,10
Maharashtra,Rural,HSS (VI-XII),Government Aided,Girls,3,3,1,3,1,3,3,0,3,0,3,3,3,1,1,2,2,2,2,2,2,3
Maharashtra,Rural,HSS (VI-XII),Government Aided,Co-Ed,578,559,555,568,143,577,572,22,526,279,548,575,575,224,269,574,269,520,411,403,369,563
Maharashtra,Urban,HSS (VI-XII),Government Aided,Boys,6,6,5,6,3,6,6,2,6,5,6,6,6,6,3,6,2,4,4,3,6,6
Maharashtra,Urban,HSS (VI-XII),Government Aided,Girls,10,8,3,10,0,10,10,1,8,2,10,10,10,9,2,10,4,9,5,4,8,10
Maharashtra,Urban,HSS (VI-XII),Government Aided,Co-Ed,221,215,125,220,23,217,217,28,193,50,215,220,220,155,64,219,85,196,147,89,185,219
Maharashtra,Rural,HSS (XI-XII),Government Aided,Girls,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
Maharashtra,Rural,HSS (XI-XII),Government Aided,Co-Ed,222,216,215,220,62,221,217,89,214,40,204,220,219,135,144,217,129,182,140,120,178,210
Maharashtra,Urban,HSS (XI-XII),Government Aided,Boys,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
Maharashtra,Urban,HSS (XI-XII),Government Aided,Girls,38,37,18,38,14,37,37,31,37,4,33,37,38,35,19,37,29,35,28,3,37,38
Maharashtra,Urban,HSS (XI-XII),Government Aided,Co-Ed,511,504,366,510,202,503,507,409,495,106,464,508,507,449,324,499,328,448,364,144,485,501
Maharashtra,Rural,PS (I-V),Government Aided,Boys,6,6,4,6,4,5,3,2,4,4,6,6,5,5,4,6,0,6,6,5,4,5
Maharashtra,Rural,PS (I-V),Government Aided,Girls,4,3,1,3,0,4,4,1,2,0,3,3,4,0,0,4,0,1,0,0,1,1
Maharashtra,Rural,PS (I-V),Government Aided,Co-Ed,847,768,634,803,110,832,773,29,592,344,620,840,839,329,209,840,1,750,636,417,452,590
Maharashtra,Urban,PS (I-V),Government Aided,Boys,19,18,5,19,4,19,18,1,14,7,17,19,19,16,3,19,0,19,17,2,15,17
Maharashtra,Urban,PS (I-V),Government Aided,Girls,71,70,24,71,6,70,68,3,54,22,63,71,71,51,17,71,0,61,47,10,60,62
Maharashtra,Urban,PS (I-V),Government Aided,Co-Ed,2236,2124,972,2208,210,2189,2101,91,1702,614,1981,2228,2218,1349,443,2217,1,2013,1579,479,1610,1855
Maharashtra,Rural,SS (I-X),Government Aided,Boys,6,5,6,6,1,6,6,0,6,2,6,6,6,3,1,6,1,5,5,4,4,6
Maharashtra,Rural,SS (I-X),Government Aided,Girls,73,68,62,72,7,73,73,6,67,38,69,73,73,30,20,72,38,71,55,46,47,69
Maharashtra,Rural,SS (I-X),Government Aided,Co-Ed,4459,4255,4142,4362,610,4438,4402,189,4094,2004,4248,4434,4426,1244,1434,4408,1833,4156,3527,3218,2754,4321
Maharashtra,Urban,SS (I-X),Government Aided,Boys,69,69,23,69,14,69,68,21,60,10,61,69,69,51,16,69,5,66,46,15,64,68
Maharashtra,Urban,SS (I-X),Government Aided,Girls,256,250,129,256,36,251,249,61,240,66,244,254,255,166,67,255,130,235,166,90,230,253
Maharashtra,Urban,SS (I-X),Government Aided,Co-Ed,1699,1658,953,1695,197,1680,1665,352,1541,414,1621,1693,1694,1022,479,1690,716,1539,1084,575,1440,1679
Maharashtra,Rural,SS (IX-X),Government Aided,Boys,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Maharashtra,Rural,SS (IX-X),Government Aided,Co-Ed,11,10,10,11,4,11,10,1,10,6,11,11,11,7,4,10,3,9,6,6,7,11
Maharashtra,Urban,SS (IX-X),Government Aided,Girls,2,1,0,2,0,2,2,0,2,0,2,2,2,2,0,2,1,2,1,0,1,2
Maharashtra,Urban,SS (IX-X),Government Aided,Co-Ed,9,8,1,9,0,9,9,0,6,1,9,9,9,8,1,9,2,6,2,2,8,9
Maharashtra,Rural,SS (VI-X),Government Aided,Girls,21,21,19,21,2,21,21,2,19,5,20,21,21,4,5,21,8,20,17,16,11,19
Maharashtra,Rural,SS (VI-X),Government Aided,Co-Ed,2951,2771,2631,2814,470,2934,2912,78,2643,1177,2837,2933,2924,864,888,2928,1101,2694,2256,2163,1625,2787
Maharashtra,Urban,SS (VI-X),Government Aided,Boys,6,6,3,6,0,6,6,1,5,2,6,6,6,3,2,6,1,5,4,1,5,6
Maharashtra,Urban,SS (VI-X),Government Aided,Girls,26,21,12,26,3,26,26,2,25,5,26,26,26,15,8,26,6,25,18,11,20,26
Maharashtra,Urban,SS (VI-X),Government Aided,Co-Ed,937,892,507,936,99,917,925,50,832,198,894,931,932,558,317,933,366,846,639,311,774,910
Maharashtra,Rural,UPS (I-VIII),Government Aided,Boys,5,5,5,5,3,5,4,0,3,3,3,5,5,4,2,5,1,5,4,3,5,5
Maharashtra,Rural,UPS (I-VIII),Government Aided,Girls,12,12,7,12,3,11,10,1,9,4,11,12,12,6,7,12,7,11,8,8,7,10
Maharashtra,Rural,UPS (I-VIII),Government Aided,Co-Ed,1490,1438,1318,1465,304,1483,1404,58,1195,731,1187,1477,1485,757,494,1475,688,1265,1052,833,880,1292
Maharashtra,Urban,UPS (I-VIII),Government Aided,Boys,12,12,4,12,6,12,11,1,10,5,10,12,12,8,1,12,0,10,7,2,11,12
Maharashtra,Urban,UPS (I-VIII),Government Aided,Girls,26,25,11,25,7,26,24,4,22,9,25,25,26,19,13,26,15,22,19,9,23,24
Maharashtra,Urban,UPS (I-VIII),Government Aided,Co-Ed,2707,2652,1603,2667,302,2640,2579,152,2259,774,2449,2698,2692,1437,895,2692,1160,2404,1915,881,1999,2412
Maharashtra,Rural,HSS (I-XII),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maharashtra,Rural,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,24,24,22,24,12,24,23,21,24,21,24,24,24,23,15,24,21,24,24,21,24,24
Maharashtra,Urban,HSS (VI-XII),Jawahar Navodaya Vidyalaya,Co-Ed,8,8,7,8,6,8,8,8,8,7,8,8,8,8,5,8,8,8,8,7,8,8
Maharashtra,Rural,SS (VI-X),Jawahar Navodaya Vidyalaya,Co-Ed,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
Maharashtra,Rural,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,18,18,16,18,2,18,18,17,18,5,18,18,18,17,8,17,11,16,10,3,18,18
Maharashtra,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,36,36,27,36,2,36,36,32,36,7,35,36,36,35,13,36,19,35,30,5,36,36
Maharashtra,Rural,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,2,2,0,2,0,2,2,2,2,1,2,2,2,2,0,2,1,2,1,0,2,2
Maharashtra,Urban,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,3,3,3,3,0,3,2,1,3,0,3,3,3,2,1,3,1,3,2,1,3,3
Maharashtra,Rural,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
Maharashtra,Rural,HSS (I-XII),Local body,Co-Ed,65,49,62,64,8,65,65,1,58,20,64,63,64,31,10,64,17,63,55,48,20,65
Maharashtra,Urban,HSS (I-XII),Local body,Girls,3,3,2,3,0,3,2,0,3,0,3,3,3,0,1,3,0,3,3,3,1,3
Maharashtra,Urban,HSS (I-XII),Local body,Co-Ed,79,73,71,78,11,79,77,14,64,23,79,79,79,37,23,78,25,75,66,51,58,77
Maharashtra,Urban,HSS (IX-XII),Local body,Co-Ed,2,2,2,2,0,2,2,0,1,0,2,2,2,0,0,2,0,0,0,1,1,2
Maharashtra,Rural,HSS (VI-XII),Local body,Girls,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1
Maharashtra,Rural,HSS (VI-XII),Local body,Co-Ed,7,7,7,6,3,7,7,0,6,1,6,7,7,6,0,7,2,7,5,5,2,7
Maharashtra,Urban,HSS (VI-XII),Local body,Co-Ed,17,16,13,17,2,17,15,2,13,4,16,17,17,9,5,17,8,16,10,6,13,16
Maharashtra,Urban,HSS (XI-XII),Local body,Co-Ed,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Maharashtra,Rural,PS (I-V),Local body,Boys,295,237,187,252,61,280,295,3,234,123,276,277,288,110,75,288,0,289,256,158,105,225
Maharashtra,Rural,PS (I-V),Local body,Girls,319,225,167,279,39,286,315,1,244,133,303,308,315,113,82,311,1,315,274,169,101,220
Maharashtra,Rural,PS (I-V),Local body,Co-Ed,40214,16619,21827,27803,5442,35314,39958,290,24728,15482,35212,37533,38872,10420,5513,39240,37,38769,34489,19751,10383,25586
Maharashtra,Urban,PS (I-V),Local body,Boys,54,43,30,48,2,51,53,0,34,8,43,51,52,18,5,52,0,48,39,28,11,34
Maharashtra,Urban,PS (I-V),Local body,Girls,67,50,32,64,4,60,66,0,41,12,54,65,65,17,6,65,0,59,48,33,12,38
Maharashtra,Urban,PS (I-V),Local body,Co-Ed,2065,1182,877,1781,128,1797,2028,23,924,451,1736,1940,2003,537,274,2018,0,1869,1511,837,598,1153
Maharashtra,Rural,SS (I-X),Local body,Boys,3,3,2,2,1,3,3,0,3,1,3,3,3,1,2,3,0,3,1,2,0,3
Maharashtra,Rural,SS (I-X),Local body,Girls,3,3,3,2,0,3,3,0,3,0,3,3,3,0,2,3,0,3,3,2,1,3
Maharashtra,Rural,SS (I-X),Local body,Co-Ed,351,298,292,333,111,329,345,10,281,82,329,342,347,116,71,346,102,342,267,227,90,346
Maharashtra,Urban,SS (I-X),Local body,Boys,3,3,3,3,0,3,3,0,2,0,3,3,3,0,0,3,0,3,2,1,1,3
Maharashtra,Urban,SS (I-X),Local body,Girls,16,15,13,15,1,16,16,0,11,4,16,16,15,6,7,16,4,15,10,11,6,16
Maharashtra,Urban,SS (I-X),Local body,Co-Ed,274,262,147,271,26,266,272,22,163,74,261,272,272,139,83,270,132,268,203,145,171,265
Maharashtra,Rural,SS (IX-X),Local body,Co-Ed,3,2,3,2,0,3,3,0,3,0,3,3,3,1,1,2,0,3,3,3,1,1
Maharashtra,Urban,SS (IX-X),Local body,Co-Ed,229,177,46,229,11,224,208,3,108,45,223,229,229,177,50,225,145,223,198,127,158,210
Maharashtra,Rural,SS (VI-X),Local body,Girls,18,15,13,18,8,18,18,2,14,11,16,18,18,15,4,17,15,14,11,15,10,18
Maharashtra,Rural,SS (VI-X),Local body,Co-Ed,52,43,40,51,9,50,52,0,36,17,51,48,50,14,10,51,17,50,39,33,21,51
Maharashtra,Urban,SS (VI-X),Local body,Boys,2,1,1,2,1,2,2,0,1,0,2,2,2,1,1,2,0,1,1,1,0,2
Maharashtra,Urban,SS (VI-X),Local body,Girls,26,22,18,26,11,26,26,0,22,9,25,24,26,18,8,26,18,23,16,8,18,25
Maharashtra,Urban,SS (VI-X),Local body,Co-Ed,118,99,61,114,6,115,112,3,69,14,113,116,117,51,27,117,48,106,79,71,84,108
Maharashtra,Rural,UPS (I-VIII),Local body,Boys,179,151,119,170,32,172,179,2,154,79,173,172,178,72,35,176,14,177,164,115,60,168
Maharashtra,Rural,UPS (I-VIII),Local body,Girls,232,195,148,225,45,220,232,3,186,99,220,223,232,89,47,229,90,226,208,151,84,211
Maharashtra,Rural,UPS (I-VIII),Local body,Co-Ed,16951,11026,11177,14756,3269,15459,16876,173,11707,7270,16228,16296,16640,6467,2844,16695,3505,16687,14798,10442,4471,14983
Maharashtra,Urban,UPS (I-VIII),Local body,Boys,129,108,64,122,11,118,120,4,71,21,115,124,125,30,38,125,15,119,96,58,58,108
Maharashtra,Urban,UPS (I-VIII),Local body,Girls,146,124,62,133,15,129,127,4,65,32,127,144,145,38,36,139,50,133,109,64,61,129
Maharashtra,Urban,UPS (I-VIII),Local body,Co-Ed,2916,2490,1039,2806,203,2724,2861,81,1237,508,2756,2865,2891,1467,497,2884,1025,2735,2190,1260,1496,2580
Maharashtra,Rural,UPS (VI-VIII),Local body,Girls,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
